id,sentence,split
00099c95d0.mp3,ষড়যন্ত্র করবে,train
0009a72716.mp3,এই মার্কিনি বাবুর্চি,train
0009c2d0f9.mp3,তা নিয়ে প্রতিযোগিতার আয়োজন,train
0009d560fe.mp3,টেবিলের ওপর,train
000a4567b4.mp3,লকার্নো আন্তর্জাতিক চলচ্চিত্র উৎসবে,train
000a50081a.mp3,সব কিছুই ঘটে চলেছে,train
000a9438d7.mp3,যার যে মূল্য প্রাপ্য,train
000ae4299c.mp3,জোড়ালো করতেই ওবামা,train
000af00d30.mp3,শুল্ক বিভাগের কর্মকর্তারা,train
000c03fe83.mp3,নাচতে হয়,train
000c053da3.mp3,বিবাহ করিলেন,train
000c77a792.mp3,কিন্তু কৃষ্ণ রথের উপর,train
000d57ddbf.mp3,তাহা লইয়া ন্যায্য,train
000d7874ee.mp3,বা অ্যালার্জির বংশগত রোগ যুক্ত,train
000dc2f08b.mp3,শাসন করত,train
000f852677.mp3,মনোযোগ দিয়েছে,train
001050deb2.mp3,পাকিস্তানের ৫৪-সদস্যের দল,train
00110b32d4.mp3,এই দ্বিগুণ দাম,train
00112a63e8.mp3,প্রায়ই ‘এককাট্টা শ্রেণী’ হিসেবে নিয়েছেন,train
00113d863f.mp3,কষ্টের কথা,train
0011dc9c2f.mp3,"টেলিফিল্ম, নাটক ও চলচ্চিত্রে",train
0011edfd6e.mp3,মীর কাসেম আলীর বিরুদ্ধে,train
00122e09b7.mp3,সবচেয়ে দামী খাবারটি,train
0012321d7b.mp3,প্রিয় শাবিপ্রবির উদ্দেশে,train
00128c7353.mp3,অথচ কোনো খবর নেই,train
0012b9b651.mp3,আঙুলের নখ,train
0012fe9553.mp3,দীর্ঘ দিন,train
00133b44f7.mp3,শিগগিরই একটা ভালো,train
001352d84c.mp3,দ্বিতীয় বাছাই,train
0013a12315.mp3,লেবাননের সীমান্তে,train
0013c091de.mp3,উদাহরণস্বরূপ বলা,train
0014058b5f.mp3,এছাড়াও সহিংসতায়,train
001415e92d.mp3,সাজানোর জন্য,train
0014eb81c0.mp3,মনিরুজ্জামান চৌধুরীর হাতে,train
00150297ca.mp3,মুশকিল আসানকারীদের প্রচারপত্রে,train
001528b596.mp3,নিজেও আত্মহত্যা করেন,train
00154bb7d4.mp3,আমি তোমার,train
0015b27f63.mp3,৬০০ থেকে ৮০০ মেগাওয়াট,train
0015eb3a5f.mp3,তাঁর এই স্বীকারোক্তি,train
00165b8335.mp3,যেসব খাবার খাওয়া হচ্ছে,train
0016782bd0.mp3,বাংলা উইকিপিডিয়া,train
0016f4aa06.mp3,কারণ রাজের জন্যই তো,train
0016fc111c.mp3,মামলা নিষ্পত্তি করতে হবে,train
0017086031.mp3,একজন অন্যজনের সঙ্গে,train
00171dce25.mp3,আকাশের বুকে এক জ্বলন্ত অগ্নিকুণ্ড,train
00180e5568.mp3,বাংলাদেশের পুলিশ বিভাগে কর্মরত,train
0018237726.mp3,গ্রেপ্তারি এড়াতে,train
00185f8299.mp3,শেষ হওয়ার কথা ছিল,train
0018e80698.mp3,ওদের সঙ্গে চলে না,train
0019330426.mp3,আমি তোমাকে কবে গল্প দিলাম,train
0019373749.mp3,এই দু’টি ক্যাটাগরিতে,train
001992bbc9.mp3,প্রতিরোধের আভাস থাকলেও,train
0019a76004.mp3,একটি বিনোদনপত্রিকায় কুৎসিত ভাষায়,train
0019b7ce7f.mp3,আইন এবং রাজনীতির আবির্ভাব হলো,train
0019cda4ca.mp3,খাড়া পাহাড়-প্রাচীরের তলার দিকে,train
001aef3bb2.mp3,টিনের স্যুটকেস,train
001b710504.mp3,ভারতের শতাধিক প্রেক্ষাগৃহে,train
001bdb23d2.mp3,মুজিবুর রহমানকেও,train
001be0a9e1.mp3,আফগানিস্তান বা পাকিস্তানে কাজকে,train
001cebb990.mp3,দুটো আরামদায়ক শয়ন-কক্ষ,train
001d1c3e9b.mp3,"সেপ্টেম্বর ১৩, ১৯০৪",train
001d61b062.mp3,মেনে নিলেন,train
001dd3979d.mp3,পরে দেখলাম,train
001dd81463.mp3,মানুষকে উদ্ধার করতে পারে,train
001e458443.mp3,এতে হামিদুল,train
001f1ac9c6.mp3,জনসংখ্যা বৃদ্ধির হার,train
001f3a31d1.mp3,ভূমিকা ছিল,train
001f51dfd8.mp3,৫-৬জন যুবক,train
001f8d0ee1.mp3,স্থগিত করেছেন,train
00200225f5.mp3,তাৎক্ষণিকভাবে এর কারণ জানা যায়নি,train
00203b850e.mp3,তিনি অ্যাকোয়ারিস্ট নামে,train
0020b3d755.mp3,বাণিজ্যে ধর্ম ঢুকেছে,train
0020ce9acf.mp3,সে-ধরনের একটা কিছু,train
002141b618.mp3,সহিংস বিক্ষোভের অনেক চিহ্ন,train
0021afb685.mp3,নতুন হাসপাতালটা,train
0022399e6d.mp3,চালানটি পাওয়া যায়,train
002261ad52.mp3,থানায় মামলা করেছিলেন,train
0022ad589c.mp3,মোট দশটি খেলা খেলেছে বাংলাদেশ,train
00232be503.mp3,শুরু হয় বিয়ে পড়ানো,train
0023d2aed8.mp3,দগ্ধ একজন যাত্রী,train
00243e8222.mp3,ছেলেটি আমাকে ছেড়ে চলে যায়,train
0024cedb4a.mp3,মিঠাইগুলো আঙিনায় পড়তে,train
0024eee6dc.mp3,গতকাল সকালে ছিল মুষলধারে বৃষ্টি,train
0025ef0740.mp3,মিছিলটি ঢাকা-গাজীপুর সড়কে পেীঁছলে,train
002619ac0d.mp3,বাস্তবায়ন করতেই,train
002648db9d.mp3,সঙ্কীর্ণ পথে চলিতেছিল,train
0026972ff8.mp3,বাংলা মোটর থেকে মৎস্য ভবন পর্যন্ত,train
0026c78e27.mp3,জানতে চাইলেন,train
0026ceb885.mp3,সান্ধ্য কোর্স চালু করার,train
00275797b0.mp3,ভবানীপুর হাসপাতালে,train
00291bb8a0.mp3,তিনি যা করেছেন,train
00293e356f.mp3,বাসটি কিছুদূর যাওয়ার পর,train
00297c46ca.mp3,প্রাচীন ইতিহাস,train
00299fec69.mp3,এক বছরে ২ হাজার কোটি টাকা,train
0029c08f39.mp3,আমরা ধীরে ধীরে সব খোয়াইলাম,train
0029d50ffa.mp3,জেনারেটর সরবরাহ করেছে,train
0029f8d64a.mp3,প্রার্থীর নিরাপত্তা,train
002a156bec.mp3,এই ভবনে ওয়ার্ল্ড সার্ভিস,train
002a255b32.mp3,নইলে হয়ত,train
002a27ea9a.mp3,২০০৫ সাল থেকে তিনি,train
002ad7b2b0.mp3,বুধবার সন্ধ্যা ৬টায় শেষ হয়,train
002b3e4783.mp3,৬৪ জন জেলা শিক্ষা অফিসার,train
002b70b194.mp3,একটা নির্দলীয়,train
002ba897d0.mp3,হয়ত অন্যরকম মাটি পাওয়া যায়,train
002bb58eca.mp3,আজই কোন এক সময়,train
002c1fb537.mp3,গুরুত্বপূর্ণ ভূমিকা পালন করেন,train
002c5a2ebc.mp3,আর কংগ্রেস এগিয়ে আছে,train
002c6d5cd7.mp3,এরশাদ শিকদার,train
002c730f94.mp3,হাজার হাজার,train
002c8e148e.mp3,১৮৭৫ থেকে ১৯০৪,train
002d3d9914.mp3,গৌরবের বীরের,train
002d56ccd9.mp3,শিক্ষকরা প্রশাসনিক ভবনের সামনে,train
002dc1b95b.mp3,আঁতকে উঠে পড়বে,train
002e0e1af2.mp3,প্রতিমাসে পাখি বিক্রি করে,train
002e9c68b7.mp3,ফর্মুলা আমরা শুধু,train
002f014586.mp3,সৌদি আরবের সোফা কারখানায়,train
002f0fd1c3.mp3,আসাদুজ্জামান মজনু,train
002f303a0c.mp3,"যারা স্পিকার, ডেপুটি স্পিকার",train
002f3d0839.mp3,সুতরাং কাব্যকারের ইহাতে,train
002f992612.mp3,অথচ গল্পের কোথাও,train
002fb5430c.mp3,কোথায় স্থাপনের উদ্যোগ গ্রহন করেছে,train
0030199b99.mp3,ট্রেড ইউনিয়নকারী শ্রমিকদের,train
0030c16f72.mp3,বিভিন্ন দেশেও দেখা যাবে,train
0030c51a3f.mp3,জ্যাক দ্য রিপার,train
0030dff46c.mp3,মনে হলো,train
0031247402.mp3,আমরা এই অধ্যায়টির পাঠে,train
0031296899.mp3,মাতৃভাষা হিসেবে গ্রহণ করে,train
003164d0a9.mp3,বহুল আলোচিত,train
003167e139.mp3,কবিওয়ালের নাম কি কি,train
0032c25a68.mp3,সংস্কৃতি রক্ষার,train
003399c103.mp3,এ জন্য পত্রিকায়,train
0033d7656c.mp3,জন্মগ্রহণকারী সাবেক ক্রিকেটার,train
00344a3c92.mp3,থার্ড গ্রেডের নায়িকা,train
0034722580.mp3,১ম খণ্ড,train
00350b1301.mp3,অং সান ১৯৩৩ সালে,train
0035a53492.mp3,হাজার হাজার অভিযুক্ত করা হয়েছে,train
0035e21fc8.mp3,চলে যেতে বাধ্য আমি,train
0035e6a686.mp3,অবরোধ মানে না,train
0035e6e6f1.mp3,সবচেয়ে বেশি প্রশংসা কুড়িয়েছেন,train
0035eee977.mp3,সারবত্তা খুঁজতে,train
003659c03d.mp3,হাত-মুখ ধুয়ে দেন,train
0036ad72d8.mp3,ফেলানীর পরিবারের,train
0036f446bf.mp3,অবসর সময়কালের,train
0037646137.mp3,সোবে সাদেকের শামস,train
003787a2a2.mp3,এবং অন্যদিকে শ্রম ও পুঁজির মধ্যে,train
0037b82a4a.mp3,গত বছরের,train
00385db080.mp3,হেফাজতের রক্তচক্ষুকে,train
00386d9456.mp3,আমার নাম হয় না কেন,train
0038b1048c.mp3,সার্কাস-তাঁবুর গান বইটিতে,train
0038fa4c34.mp3,রান্না শিক্ষা,train
003979d55f.mp3,ওর ধপধপাইয়া হাঁটাটি,train
003a223cd5.mp3,আইন ব্যবসা,train
003a969127.mp3,হওয়ার কথা রয়েছে,train
003a9bcfeb.mp3,চুলের যত্ন,train
003bc7696a.mp3,মি: খান,train
003c2a04e3.mp3,স্বাধীনতা সংগ্রামে,train
003c8b650c.mp3,কুরু নামে একজন,train
003d78fa0e.mp3,তাদের দুজনারই মনে হল,train
003d938253.mp3,বাজারে ক্রেতাও কম,train
003d99c15d.mp3,তার সঙ্গে আমার গল্প,train
003e0d29ec.mp3,যখন সোলস গঠিত হয়,train
003e1c4dc0.mp3,মেঘ হইয়া যান,train
003e75772d.mp3,নহিলে পরকালের কাজ হয় না,train
003e7765bc.mp3,একসাথে মিলে কাজ করে,train
003e8b3d2d.mp3,আনা হচ্ছে,train
003ee67280.mp3,ভেনেজুয়েলার পর্তুগুয়েসা রাজ্যের,train
003ef05d88.mp3,ফলে কুকুরের দাঁতে,train
003f18a569.mp3,কোন শিশুই হাত তোলেনি,train
0040616d81.mp3,এবং দেমোফোনের ভাই,train
00409f26d8.mp3,দেশের সবচেয়ে সুন্দরী মেয়েকে,train
0040b6d83d.mp3,গ্রীষ্মকাল,train
0040c85c2b.mp3,চিহ্নিতকরণের পাশাপাশি,train
0040d873c0.mp3,অমিতাভ বচ্চনের জন্ম,train
0041455bc9.mp3,আগে বলল না কেন,train
0042bbac9a.mp3,এক প্রজন্ম ধরে,train
0042d77b69.mp3,প্রক্রিয়া এবং এর উদ্দেশ্য নিয়ে,train
0042e18d8e.mp3,আন্ন্যালাচা এলাকায় এ ঘটনা ঘটে,train
0043074fc7.mp3,হিন্দু কনের পোশাকে,train
004371f1d0.mp3,অ্যাপলের ওয়েবসাইট হেলথবুক নামে,train
004385c7db.mp3,ভেবে ঠিক পায় না,train
0043d64997.mp3,হাত বেঁধে রাখে,train
0043de8e52.mp3,১৯৯৯ সালে রাজধানীর অদূরে গাজীপুরের কালিয়াকৈরে প্রথম হাইটেক পার্ক স্থাপনের উদ্যোগ নেওয়া হয়।,train
004417224f.mp3,দাঁতের ওপর বেশি,train
00441e3049.mp3,রজব আলীর ছেলে,train
0046449994.mp3,ফল জানা যাবে,train
0046b6d8de.mp3,নানা রকম লোক,train
0046ea6074.mp3,ক্রীতদাসী হিসেবে,train
00470f7ed5.mp3,থাকতে দেখা গেছে,train
004777aade.mp3,যায়যায় দিন পত্রিকার,train
00478c9532.mp3,আলটিমেটাম দিয়েছেন কৃষকরা,train
0047959919.mp3,তফসিল ঘোষণা করে নির্বাচন কমিশন,train
004795a99a.mp3,কোন তাড়না থেকে,train
004806eefb.mp3,গ্রাহক চাহিদা বিবেচনায় নিয়ে,train
0048b29e83.mp3,প্রেসিডিয়ামে ঠাঁই দিয়েছিলেন,train
0049304cfe.mp3,এই দর্শকদের মধ্যে,train
004968f941.mp3,জাতীয় স্বাস্থ্য নীতি প্রণয়ন করেছে,train
0049d136f9.mp3,সেটি একটি বড় কারণ,train
004a2234f5.mp3,ভালো বন্ধুও হয়ে উঠতে পারে,train
004a64d0e4.mp3,প্রশংসা করেছেন জন কেরি,train
004a6fa698.mp3,আমাদের সেনা ও সেপাইরা,train
004b54f15a.mp3,মো. জহুরুল হক তাদের,train
004b80d29b.mp3,সংস্কার বাস্তবায়ন কোনো মতেই,train
004ba71ab0.mp3,৮ রাকাত,train
004c00db94.mp3,হবে না,train
004c48fbd2.mp3,যথাযথ দায়িত্ব পালন করার,train
004c5d3b74.mp3,ইরোটিক ছবি,train
004c68e2c6.mp3,একধরনের ড্রামাটিক সাসপেন্স,train
004c6a7fc9.mp3,খবর বলা হয়েছে,train
004cf7fba6.mp3,ভিড়ের মধ্যে,train
004d0d2f48.mp3,আরও সময় প্রয়োজন বলে,train
004d5ff34b.mp3,ভোট হবে ২৪ ফেব্রুয়ারি,train
004e15eccd.mp3,হয়ে পড়েছিলেন অন্তরীণ,train
004f197f13.mp3,ইহার রচনাপ্রণালী আজিকালিকার,train
004f599cf2.mp3,একজন মহিলার বক্তব্য,train
004fe19036.mp3,বিচার স্বচ্ছতার সাথেই হয়েছে,train
004fe9890b.mp3,একটি হাড় থেকে,train
00510dc784.mp3,লক্ষ্যভেদ করেন তিনি,train
00514b8748.mp3,বিকাল ৩টা ৪৫মিনিটে,train
0051c4fa19.mp3,বাড়ি থেকে বেরোতে গেলে,train
0053ecc424.mp3,ছোট গাড়ি,train
0053f36685.mp3,অত্যন্ত মর্মান্তিক ঘটনা,train
00540ef022.mp3,বর্ষবরণের পান্তা ইলিশ দিয়ে,train
0054aa9ad4.mp3,যদি আপনি আপনার সম্পর্কে,train
0054f9f0b9.mp3,ফেডারেশন,train
0055a3fae2.mp3,পজিশন,train
0055b26204.mp3,গাছের পাতা,train
0055e57735.mp3,অজুহাত বলে মন্তব্য করেছেন,train
0056a3d9a0.mp3,শক্ত হয়ে পড়েছে,train
0056ccda00.mp3,দেশীয় ফোক গানের মাধ্যমেই,train
0056dd2a01.mp3,গান গেয়েছিলাম,train
0057005cce.mp3,সরকার বাড়িটিকে ইজারা দিয়েছে,train
005754d451.mp3,হঠাৎ ছাতিপট্টিতে ঢুকে,train
0057ed9147.mp3,এর ফল শুভ হয় নয়,train
0057f6e266.mp3,এজন্য এটি সরকারের জন্য,train
005803342a.mp3,কোনও না কোনও জোটে,train
0058c0437a.mp3,নাম অনুসারে,train
00596b098a.mp3,ডিস্ট্রিক জাজ ছিল,train
0059a0f316.mp3,তাঁকে দেওয়া হয়,train
0059a12d9b.mp3,কোন ব্যবস্থা নয় বলেই,train
0059ac7231.mp3,কিছু ভাবা হবেনা,train
0059d5ecb7.mp3,ইতোমধ্যে ১৯৪৭ এসে পড়ায়,train
005a38ea54.mp3,অভিভাবকরা আতংকিত হয়ে পড়েন,train
005a4dd9d2.mp3,আল-কায়েদাকে নিয়ে,train
005a8a692c.mp3,প্রতিষ্ঠানটি সরবরাহ করছে,train
005acaa918.mp3,শব্দ যাওয়ার উপায় নেই,train
005ada9bf5.mp3,নির্বাচন কমিশন নির্বাচনের তফসিল ঘোষণা করবেন।,train
005bc2187f.mp3,আইন শাখার,train
005c112064.mp3,এই দুইভাবে পাওয়া যায়,train
005c5c78d3.mp3,এখন খোঁপায় ফুল,train
005ccbf1bd.mp3,বুড়িমারী ট্রেন,train
005cd09a17.mp3,লিখে দিলেন,train
005dbcdcff.mp3,চুল আলতোভাবে ঘষে ঘষে,train
005e392d83.mp3,হোটেল লবিতে মাত্র,train
005ebfe1cb.mp3,শক্তিশালী এই ব্যাকআপ জেনারেটর,train
005f1df75f.mp3,নিরাপত্তা ঝুঁকিতে থাকা,train
005f57a51b.mp3,ব্যবহার করতে হলো,train
005f9953d3.mp3,এটা হচ্ছে গোয়েন্দা পুলিশ বাহিনী,train
005fe05689.mp3,এখানে যে জায়গার কথা বলিতেছি,train
006060d75f.mp3,এ ছাড়াও ডজনেরও বেশি,train
0060e58fd0.mp3,ফলে এ ধরনের ছেলেদেরকে,train
006133c285.mp3,নিজেও খুব হাসতেন,train
006153d160.mp3,এলাকার উন্নয়নে,train
006196512c.mp3,জনসংখ্যা হল ৫৭৬৮২ জন,train
00619d4527.mp3,দেবদাস,train
0061a1f4a6.mp3,ভূষিত করেন,train
0062454b68.mp3,উচ্চারিত করতাম না,train
00624d6b66.mp3,বেশি জাহাজ,train
0062e23c28.mp3,অনুষ্ঠানে তিনি বলেন,train
0062e8be16.mp3,নিশ্চিতের পাশাপাশি,train
0063306c9b.mp3,এরপরই রয়েছে,train
0063437eff.mp3,তুলনামূলক অল্প পরিশ্রম করে,train
00638d09d0.mp3,পর্দার আড়ালের কুশীলব,train
00653066b4.mp3,বিভিন্ন ধরনের চুলের জন্য,train
00654dda9d.mp3,আমদানিও কমেছে,train
0065adf655.mp3,বিশ্ববিদ্যালয়ে এ মহাসঙ্কট,train
0066088df7.mp3,তসলিমা নাসরিনের লজ্জা বই,train
00662048f9.mp3,তাঁদের কান্নার শব্দ,train
006695662f.mp3,তবু আমি তো,train
0066a7a5bf.mp3,সংবিধান পরিবর্তন করতে হলে,train
006729f9fe.mp3,সীমান্ত রক্ষী বাহিনীর মধ্যে,train
00674b228d.mp3,রিজিয়া পারভীন,train
00680d0b43.mp3,পাইকারি হারে,train
006811ea42.mp3,শুভ বিবাহ,train
00681f8705.mp3,"যা ইচ্ছে খাবে, ফুঁকবে",train
006828b08d.mp3,আলকাউসার,train
006843004c.mp3,তৃণমূল ঘনিষ্ঠ এই চিত্রশিল্পী,train
0068949d31.mp3,নন্দিতা দাস,train
00693224a4.mp3,বার্সেলোনায় অনুষ্ঠিত,train
00693c01b5.mp3,কয়েক মুহুর্তের জন্য,train
00695ade49.mp3,রোগবালাই না থাকায়,train
0069f0703d.mp3,সংকটের দিকে ঠেলে দিচ্ছে,train
006aab000c.mp3,নওমহলের দশটি,train
006ade289b.mp3,পর্যটকের ভিড়,train
006b7ec7b3.mp3,সিলেটে আমিও যাব বলে,train
006b890b53.mp3,খেলাফত,train
006baf1a1a.mp3,পুরুষের ওপর,train
006bc72b1c.mp3,নির্বাচিত সরকারের মেয়াদ শেষে,train
006c2d9c0c.mp3,বিশ্ববিদ্যালয় কর্তৃপক্ষ সিদ্ধান্ত,train
006c5dcf50.mp3,যার নাম,train
006c80a14c.mp3,আদায় করতে পারেনি তারা,train
006ca909d4.mp3,উপর থাকিবার ব্যবস্থা করিয়া দিল,train
006ccbff50.mp3,ইসি কোনো ব্যবস্থা,train
006d3d6de0.mp3,মুনি ভ্রান্ত হয়,train
006d547d0e.mp3,বাংলার মুসলমান সম্প্রদায়ের,train
006d726452.mp3,সমাঝোতার কথা বলে,train
006d9915ad.mp3,বিধর্মীর ঘরে,train
006dd2a62c.mp3,"ছটু মণ্ডল, সুলতান",train
006eb8eea7.mp3,এর কিছুদিন পরই,train
006ecb9f46.mp3,যদি প্রিয়জনের লাশটা,train
006eeba0d7.mp3,সবচেয়ে খ্যাতিমান হয়েছিলেন,train
006f9e4ec7.mp3,কেউ দিতে পারছে না,train
006fa1a68b.mp3,এইচ এস সি,train
006fc329ab.mp3,তারা দলীয়ভাবে,train
007023e27b.mp3,পাঁচটি উইকেট নিয়ে,train
0070603393.mp3,আদিবাসী,train
0070a6f686.mp3,কেনিয়া হিন্দু,train
0070b801ae.mp3,মৃতের অতীত জীবন,train
0070c4476c.mp3,সমুদ্রে ভাসতে ভাসতে,train
0071323370.mp3,অধিষ্ঠিত আছেন,train
00719b0a48.mp3,নির্বাচিত হয়েছেন মোস্তফা কামাল,train
0071b27dd7.mp3,হরতাল কর্মসূচির সাথে রয়েছে,train
0071f5c46e.mp3,স্পিকার মীরা কুমার,train
0072149629.mp3,তারা বিক্ষোভ করেন,train
007263c3fb.mp3,তার বাজনাটা,train
00727ebc8f.mp3,স্বর্ণপদক প্রদান করা হয়,train
00728f32ca.mp3,তাই সময় নষ্ট না করে,train
00729b647b.mp3,হিন্দি গান,train
0072a6b23e.mp3,লয়েড ম্যাথিউসের নেতৃত্বে,train
0072b55adb.mp3,আমাকে ঘিরিয়া ধরিল,train
007350beda.mp3,তিনি সন্তুষ্ট নন,train
0073b8f839.mp3,কালের কন্ঠ সংবাদ,train
0073ce2ecf.mp3,শিক্ষার্থীদের হল নির্মাণ,train
0073d6fbe7.mp3,এমন কোনও প্রমাণ নেই,train
0074030db5.mp3,প্রেমের উক্তি,train
0074595cf9.mp3,বা আমিনুল হত্যাকাণ্ডের প্রেক্ষিতে,train
0074b694e2.mp3,তিন বছর মেয়াদে,train
0074cc4bab.mp3,শুধু তাই নয় অনলাইনে ভোটাররা জাতীয় পরিচয়পত্রটি স্মার্ট কার্ড নবায়ন করতেও পারবেন।,train
00750889ed.mp3,গেরিলাযুদ্ধ অনেক সময়ই,train
00751f475c.mp3,সুনন্দার প্রশংসা করছে,train
007583919f.mp3,বাবা জ্যোর্তিময় গুহঠাকুরতা,train
0075a2953e.mp3,সন্তুষ্ট হতে পারেননি,train
0075ad2474.mp3,বিআইডব্লিউটিএর চেয়ারম্যানের কাছে,train
0075c16f74.mp3,মেমোরি,train
0075d2e8f6.mp3,একটা না-ঘুম না,train
0075dfc1db.mp3,মোহাম্মদ নাসিম সভাপতিত্ব করেন,train
0075dfe22b.mp3,পরবর্তী কালে দক্ষিণ আফ্রিকায়,train
0075eff2b1.mp3,লড়াই করছে ভারতের জনগণও,train
0075fcf43c.mp3,৭/৮টি মামলা রয়েছে,train
0076949cc3.mp3,২০০২ সালে তা এসে,train
0077098396.mp3,ছেলে আইজ রাইত এখানেই থাকবে,train
00771a5e10.mp3,মাত্র চার ঘণ্টা সূর্যের আলো,train
0077a85cde.mp3,তার সঠিক কোনো দিক নির্দেশনা,train
0077d47efb.mp3,তার ফাইনালেও,train
0077dacfb1.mp3,১০ম দুবাই আন্তর্জাতিক,train
00784f6152.mp3,জেমস চকোলেট ১ প্যাকেট,train
00785d5fb1.mp3,সেখানে গেলাম,train
00787fa6cb.mp3,মর্মস্পর্শীভাবে ফুটিয়ে তোলা হয়েছে,train
0078ef951d.mp3,সমান সুযোগ রাখা হয়েছে,train
0078f15681.mp3,স্বরাষ্ট্রমন্ত্রী গতকাল সাংবাদিকদের জানান,train
0078f52952.mp3,তবে রাত ৮টার দিকে,train
00795f0014.mp3,আকরাম আহমেদ,train
0079835645.mp3,এদিকে বিদ্যুৎ বিভাগকে,train
0079a6ed9c.mp3,শতাব্দীর একজন,train
0079d20c6c.mp3,মুরগির খামার,train
0079f1fa5b.mp3,প্রধানমন্ত্রী হলেন সরকারপ্রধান,train
007a4f0f7e.mp3,তারা যেন একটু হলেও,train
007b7e8078.mp3,শ্রীলঙ্কা সিরিজে,train
007c5d1b3e.mp3,পল্লী সঞ্চয় ব্যাংক,train
007c6dcfc3.mp3,বধ্যভূমি থাকার বিষয়টি নিশ্চিত করে,train
007c7c7f60.mp3,শনাক্ত করতে পারবেন,train
007c7decde.mp3,চলচ্চিত্র জগতকে বিদায় জানান তিনি,train
007cb9f152.mp3,এমন প্রেক্ষাপটে বিশ্বব্যাংক বলছে,train
007cd93701.mp3,স্পন্দিত হইতে লাগিল,train
007d582429.mp3,পাহারারা পাথরের মূর্তি,train
007d6368e3.mp3,লোক ক্ষেপেছিল কেন,train
007d78f402.mp3,চণ্ডীদাস ও জ্ঞানদাসের,train
007e3b65e2.mp3,কিন্তু পানি নিষ্কাশনের,train
007e50f226.mp3,বাংলাদেশের সর্বোচ্চ আদালত,train
007ed8fdcc.mp3,টাঙ্গাইল চলে আসেন,train
007f0f33fd.mp3,তাদের অনেকের স্বপ্নই এখন,train
007f27e703.mp3,অ্যাডিডাস বলটির,train
007f5714dd.mp3,আমি পাঠ্যবইয়ের বাইরে,train
007f61c77a.mp3,সালোকসংশ্লেষণ বেশি হয়,train
007f8a41b1.mp3,এ জন্য ভাষা সরল,train
007f934d58.mp3,খবরের ভিত্তিতে,train
007fa8b9be.mp3,তিনি উদাহরণ টেনে বলেন,train
007fb55b6b.mp3,তাঁর খুড়তুতো ভাই,train
008076aebb.mp3,আমি চাইছিলাম,train
00813cb1cd.mp3,উঠিয়ে দেয়,train
00817e595f.mp3,নিজেদের দাপ্তরিক দায়িত্ব,train
0081f664fd.mp3,বিলাই,train
00825047e7.mp3,দুজনেই নাকি,train
0082637907.mp3,মিজানুল ইসলাম,train
00827f109d.mp3,সুপেয় পানির জন্য,train
0082a0e29c.mp3,নারায়ণগঞ্জ পুলিশের পক্ষ থেকে,train
0082b4170c.mp3,উদ্ধারকাজের সাথে জড়িত,train
0083831812.mp3,শরীরকে না ফেললে,train
0084780a7b.mp3,"মধুসূদন, হেমচন্দ্র, নবীনচন্দ্র",train
00847ec5e3.mp3,কিন্তু নিজেদের ভুলেই,train
00847f5353.mp3,সেখানে বসে সে,train
0084fe444f.mp3,৫ উইকেটে,train
00854b6e11.mp3,দূরীকরণ ইত্যাদি,train
008554e9ba.mp3,১৯৩৬-১৯৪২,train
008564406b.mp3,হঠাৎ ভটভটির ইঞ্জিন,train
0085ac8398.mp3,তেজস্ক্রিয় এবং মৌলগুলো,train
0086530e90.mp3,র‌্যাম্পে যেমন নিজেকে,train
